ORCID,DOI,issn,LICENSE_URL,standard_url,policy_uri,submitted_oa_policy,accepted_oa_policy,published_oa_policy
0000-0003-1476-2965,10.1108/pr-08-2020-0603,0048-3486,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/2971,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0003-1476-2965,10.1177/0021886320917520,0021-8863,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/9516,None,None,None
0000-0003-1476-2965,10.1080/00224545.2020.1851639,0022-4545,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/16276,None,None,None
0000-0003-1476-2965,10.1007/s10551-019-04368-5,0167-4544,https://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/14865,None,None,None
0000-0003-1476-2965,10.1108/joepp-05-2021-0121,2051-6614,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/28006,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0003-1476-2965,10.1007/s11187-019-00287-x,0921-898X,https://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/16452,None,None,None
0000-0003-1476-2965,10.1111/caim.12467,0963-1690,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/2468,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1476-2965,10.1002/cjas.1641,0825-0383,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/3715,11214:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11215:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);11216:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);11217:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);11218:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1476-2965,10.1108/pr-06-2020-0469,0048-3486,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/2971,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0003-1476-2965,10.1108/md-07-2020-0900,0025-1747,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/2949,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0003-1476-2965,10.1108/jkm-03-2021-0231,1367-3270,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/2852,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0003-1476-2965,10.1108/pr-04-2019-0172,0048-3486,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/2971,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0003-1476-2965,10.1017/jmo.2021.65,1833-3672,https://www.cambridge.org/core/terms,www.cambridge.org,https://v2.sherpa.ac.uk/id/publication/28415,None,None,None
0000-0003-1476-2965,10.1080/00224545.2020.1778617,0022-4545,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/16276,None,None,None
0000-0003-1476-2965,10.1177/0021886320979649,0021-8863,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/9516,None,None,None
0000-0003-1476-2965,10.1002/cjas.1591,0825-0383,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/3715,11214:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11215:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);11216:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);11217:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);11218:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1476-2965,10.1017/jmo.2018.28,1833-3672,https://www.cambridge.org/core/terms,www.cambridge.org,https://v2.sherpa.ac.uk/id/publication/28415,None,None,None
0000-0003-1476-2965,10.1177/0021886320910558,0021-8863,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/9516,None,None,None
0000-0003-1476-2965,10.1080/00223980.2019.1705235,0022-3980,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/18984,None,None,None
0000-0003-1476-2965,10.1108/pr-07-2019-0388,0048-3486,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/2971,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
